player_name,batter,game_year,plate_apps,pitches,at_bats,hits,walks,unint_walks,hbp,strikeouts,sf,singles,doubles,triples,hrs,bip,ba,obp,slg,ops,iso,krate,bbrate,babip,woba,swings,whiffs,whiff_rate,chases,ooz,chase_rate,bips,hard_hits,hard_hit_rate,bips_barrel,barrels,barrel_rate,runs_created,rc_per_pa,below_house_floor,in_population
"Herrera, Odúbel",546318,2015,537,2155,495,147,28,28,8,129,1,106,30,3,8,372,0.296969696969697,0.34398496240601506,0.41818181818181815,0.7621667805878332,0.12121212121212116,0.24022346368715083,0.0521415270018622,0.3871866295264624,0.33336090225563914,1077.0,274.0,0.25441039925719594,408.0,1158.0,0.35233160621761656,372.0,126.0,0.3387096774193548,372.0,12.0,0.03225806451612903,43,0.08007448789571694,False,True
"Herrera, Odúbel",546318,2016,656,2643,583,167,63,56,6,134,2,125,21,6,15,453,0.2864493996569468,0.36085626911314983,0.4202401372212693,0.7810964063344191,0.13379073756432247,0.20426829268292682,0.09603658536585366,0.3486238532110092,0.33770170015455947,1292.0,304.0,0.23529411764705882,524.0,1523.0,0.34405778069599474,453.0,140.0,0.3090507726269316,453.0,19.0,0.04194260485651214,55,0.08384146341463415,False,True
"Herrera, Odúbel",546318,2017,560,2180,527,148,27,27,4,126,2,89,42,3,14,402,0.2808349146110057,0.3196428571428571,0.45161290322580644,0.7712557603686636,0.17077798861480076,0.225,0.048214285714285716,0.3444730077120823,0.32817142857142856,1163.0,309.0,0.2656921754084265,449.0,1177.0,0.38147833474936277,402.0,131.0,0.32587064676616917,402.0,25.0,0.06218905472636816,59,0.10535714285714286,False,True
"Herrera, Odúbel",546318,2018,594,2319,550,140,35,35,7,122,0,96,19,3,22,430,0.2545454545454545,0.30743243243243246,0.42,0.7274324324324324,0.16545454545454547,0.2053872053872054,0.058922558922558925,0.29064039408866993,0.3155050675675676,1215.0,335.0,0.2757201646090535,474.0,1238.0,0.38287560581583197,430.0,136.0,0.31627906976744186,430.0,21.0,0.04883720930232558,75,0.12626262626262627,False,True
"Herrera, Odúbel",546318,2019,139,533,126,28,11,11,1,33,1,16,10,1,1,94,0.2222222222222222,0.28776978417266186,0.3412698412698413,0.6290396254425031,0.11904761904761907,0.23741007194244604,0.07913669064748201,0.2903225806451613,0.27243165467625896,277.0,79.0,0.2851985559566787,101.0,287.0,0.3519163763066202,94.0,29.0,0.30851063829787234,94.0,4.0,0.0425531914893617,17,0.1223021582733813,False,True
"Herrera, Odúbel",546318,2021,492,1939,450,117,29,29,6,77,5,75,27,2,13,379,0.26,0.31020408163265306,0.41555555555555557,0.7257596371882087,0.15555555555555556,0.1565040650406504,0.05894308943089431,0.28493150684931506,0.3124204081632653,975.0,195.0,0.2,327.0,1008.0,0.3244047619047619,379.0,152.0,0.40105540897097625,379.0,18.0,0.047493403693931395,53,0.10772357723577236,False,True
"Herrera, Odúbel",546318,2022,197,737,185,44,11,11,0,42,1,29,9,1,5,144,0.23783783783783785,0.27918781725888325,0.3783783783783784,0.6575661956372616,0.14054054054054055,0.2131979695431472,0.05583756345177665,0.2805755395683453,0.28692893401015224,388.0,93.0,0.23969072164948454,150.0,390.0,0.38461538461538464,144.0,54.0,0.375,144.0,7.0,0.04861111111111111,22,0.1116751269035533,False,True
"Herrmann, Frank",497807,2016,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,0,0.0,True,False
"Hill, Derek",656537,2026,91,361,85,22,5,5,0,34,0,15,2,0,5,52,0.25882352941176473,0.3,0.4588235294117647,0.7588235294117647,0.19999999999999996,0.37362637362637363,0.054945054945054944,0.3695652173913043,0.32849999999999996,180.0,63.0,0.35,66.0,185.0,0.3567567567567568,52.0,18.0,0.34615384615384615,52.0,6.0,0.11538461538461539,17,0.18681318681318682,False,True
"Hoskins, Rhys",656555,2017,211,985,170,44,36,36,3,46,2,19,7,0,18,126,0.25882352941176473,0.3933649289099526,0.6176470588235294,1.011011987733482,0.3588235294117647,0.21800947867298578,0.17061611374407584,0.24074074074074073,0.41727014218009484,378.0,78.0,0.20634920634920634,95.0,498.0,0.19076305220883535,126.0,57.0,0.4523809523809524,126.0,17.0,0.1349206349206349,49,0.23222748815165878,False,True
"Hoskins, Rhys",656555,2018,658,2920,558,137,85,85,9,150,5,65,38,0,34,413,0.24551971326164876,0.3515981735159817,0.496415770609319,0.8480139441253007,0.2508960573476703,0.22796352583586627,0.12917933130699089,0.2717678100263852,0.3634246575342466,1144.0,250.0,0.21853146853146854,294.0,1492.0,0.1970509383378016,413.0,161.0,0.3898305084745763,413.0,47.0,0.11380145278450363,99,0.15045592705167174,False,True
"Hoskins, Rhys",656555,2019,699,3223,570,129,110,110,11,173,6,62,33,5,29,403,0.22631578947368422,0.3586800573888092,0.4543859649122807,0.8130660223010899,0.2280701754385965,0.2474964234620887,0.15736766809728184,0.26737967914438504,0.34693687230989956,1264.0,293.0,0.23180379746835442,373.0,1691.0,0.22057953873447664,403.0,156.0,0.3870967741935484,403.0,39.0,0.0967741935483871,88,0.12589413447782546,False,True
"Hoskins, Rhys",656555,2020,185,769,151,37,29,29,5,43,0,18,9,0,10,108,0.24503311258278146,0.3837837837837838,0.5033112582781457,0.8870950420619295,0.2582781456953642,0.23243243243243245,0.15675675675675677,0.2755102040816326,0.3823621621621621,319.0,85.0,0.2664576802507837,86.0,387.0,0.2222222222222222,108.0,46.0,0.42592592592592593,108.0,16.0,0.14814814814814814,27,0.14594594594594595,False,True
"Hoskins, Rhys",656555,2021,443,1886,389,96,47,47,5,108,2,40,29,0,27,283,0.2467866323907455,0.3340857787810384,0.5295629820051414,0.8636487607861798,0.2827763496143959,0.24379232505643342,0.10609480812641084,0.26953125,0.3645620767494357,837.0,221.0,0.2640382317801673,242.0,958.0,0.25260960334029225,283.0,131.0,0.4628975265017668,283.0,48.0,0.1696113074204947,72,0.16252821670428894,False,True
"Hoskins, Rhys",656555,2022,745,3211,658,156,76,76,6,193,4,84,34,2,36,469,0.23708206686930092,0.31989247311827956,0.45896656534954405,0.7788590384678236,0.22188449848024314,0.25906040268456376,0.10201342281879194,0.27713625866050806,0.33818279569892473,1350.0,350.0,0.25925925925925924,375.0,1608.0,0.2332089552238806,469.0,203.0,0.43283582089552236,469.0,54.0,0.11513859275053305,93,0.12483221476510067,False,True
"Howard, Ryan",429667,2015,502,1897,467,107,27,25,5,138,3,54,29,1,23,332,0.2291220556745182,0.27689243027888444,0.44325481798715205,0.7201472482660365,0.21413276231263384,0.2749003984063745,0.053784860557768925,0.27184466019417475,0.30770400000000003,1036.0,330.0,0.3185328185328185,391.0,1051.0,0.3720266412940057,332.0,150.0,0.45180722891566266,332.0,39.0,0.11746987951807229,82,0.16334661354581673,False,True
"Howard, Ryan",429667,2016,363,1372,332,65,27,25,1,114,3,30,10,0,25,220,0.19578313253012047,0.256198347107438,0.45180722891566266,0.7080055760231007,0.2560240963855422,0.3140495867768595,0.0743801652892562,0.20408163265306123,0.2967617728531856,755.0,259.0,0.343046357615894,301.0,794.0,0.3790931989924433,220.0,105.0,0.4772727272727273,220.0,34.0,0.15454545454545454,62,0.17079889807162535,False,True
"Howard, Spencer",675921,2021,7,34,6,2,0,0,0,3,0,1,1,0,0,4,0.3333333333333333,0.3333333333333333,0.5,0.8333333333333333,0.16666666666666669,0.42857142857142855,0.0,0.6666666666666666,0.3535,10.0,3.0,0.3,1.0,12.0,0.08333333333333333,4.0,1.0,0.25,4.0,0.0,0.0,0,0.0,True,False
"Hunter, Cedric",501986,2016,36,126,34,3,2,2,0,6,0,2,0,0,1,28,0.08823529411764706,0.1388888888888889,0.17647058823529413,0.315359477124183,0.08823529411764706,0.16666666666666666,0.05555555555555555,0.07407407407407407,0.1431388888888889,69.0,10.0,0.14492753623188406,29.0,68.0,0.4264705882352941,28.0,7.0,0.25,28.0,1.0,0.03571428571428571,1,0.027777777777777776,True,True
"Hunter, Tommy",488984,2018,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,True,False
"Hutchison, Drew",571800,2018,4,19,3,1,1,1,0,1,0,1,0,0,0,2,0.3333333333333333,0.5,0.3333333333333333,0.8333333333333333,0.0,0.25,0.25,0.5,0.39249999999999996,3.0,1.0,0.3333333333333333,1.0,11.0,0.09090909090909091,2.0,1.0,0.5,2.0,0.0,0.0,0,0.0,True,False
"Irvin, Cole",608344,2019,8,35,6,1,2,2,0,2,0,1,0,0,0,4,0.16666666666666666,0.375,0.16666666666666666,0.5416666666666666,0.0,0.25,0.25,0.25,0.28125,16.0,4.0,0.25,7.0,17.0,0.4117647058823529,4.0,1.0,0.25,4.0,0.0,0.0,0,0.0,True,False
"Jankowski, Travis",608671,2021,153,583,131,33,18,18,1,29,0,24,6,2,1,104,0.25190839694656486,0.3466666666666667,0.3511450381679389,0.6978117048346055,0.09923664122137404,0.1895424836601307,0.11764705882352941,0.31683168316831684,0.31246,238.0,44.0,0.18487394957983194,43.0,270.0,0.15925925925925927,104.0,21.0,0.20192307692307693,104.0,2.0,0.019230769230769232,10,0.06535947712418301,False,True
"Joseph, Tommy",571830,2016,347,1322,315,81,22,22,4,75,6,45,15,0,21,246,0.2571428571428571,0.30835734870317005,0.5047619047619047,0.8131192534650749,0.24761904761904763,0.21613832853025935,0.06340057636887608,0.26666666666666666,0.34161671469740634,670.0,155.0,0.23134328358208955,239.0,710.0,0.33661971830985915,246.0,103.0,0.4186991869918699,246.0,29.0,0.11788617886178862,51,0.14697406340057637,False,True
"Joseph, Tommy",571830,2017,532,2026,495,119,32,32,2,129,3,69,27,1,22,369,0.2404040404040404,0.287593984962406,0.43232323232323233,0.7199172172856383,0.19191919191919193,0.2424812030075188,0.06015037593984962,0.27953890489913547,0.30547180451127826,1005.0,267.0,0.2656716417910448,378.0,1098.0,0.3442622950819672,369.0,148.0,0.4010840108401084,369.0,27.0,0.07317073170731707,71,0.13345864661654136,False,True
"Joyce, Matt",459964,2021,67,272,55,5,10,10,1,16,1,2,1,0,2,40,0.09090909090909091,0.23880597014925373,0.21818181818181817,0.4569877883310719,0.12727272727272726,0.23880597014925373,0.14925373134328357,0.07894736842105263,0.2187462686567164,122.0,37.0,0.30327868852459017,30.0,139.0,0.2158273381294964,40.0,11.0,0.275,40.0,4.0,0.1,9,0.13432835820895522,False,True
"Kelly, Ty",571841,2017,104,427,88,17,8,8,1,24,3,8,7,0,2,71,0.19318181818181818,0.26,0.3409090909090909,0.6009090909090908,0.1477272727272727,0.23076923076923078,0.07692307692307693,0.23076923076923078,0.25867,163.0,36.0,0.22085889570552147,36.0,198.0,0.18181818181818182,71.0,12.0,0.16901408450704225,71.0,2.0,0.028169014084507043,16,0.15384615384615385,False,True
"Kemp, Otto",805249,2025,220,827,199,46,12,12,7,69,2,27,11,0,8,132,0.23115577889447236,0.29545454545454547,0.40703517587939697,0.7024897213339425,0.1758793969849246,0.31363636363636366,0.05454545454545454,0.3064516129032258,0.3055818181818182,424.0,148.0,0.3490566037735849,121.0,413.0,0.2929782082324455,132.0,59.0,0.44696969696969696,132.0,16.0,0.12121212121212122,28,0.12727272727272726,False,True
"Kemp, Otto",805249,2026,27,120,25,2,1,1,1,10,0,2,0,0,0,15,0.08,0.14814814814814814,0.08,0.22814814814814816,0.0,0.37037037037037035,0.037037037037037035,0.13333333333333333,0.1187037037037037,58.0,22.0,0.3793103448275862,23.0,68.0,0.3382352941176471,15.0,2.0,0.13333333333333333,15.0,0.0,0.0,0,0.0,True,False
"Kendrick, Howie",435062,2017,156,620,141,48,11,11,3,30,1,37,8,1,2,112,0.3404255319148936,0.3974358974358974,0.45390070921985815,0.8513366066557555,0.11347517730496454,0.19230769230769232,0.07051282051282051,0.41818181818181815,0.36928846153846157,293.0,64.0,0.21843003412969283,94.0,313.0,0.3003194888178914,112.0,38.0,0.3392857142857143,112.0,10.0,0.08928571428571429,16,0.10256410256410256,False,True
"Kennedy, Buddy",671083,2024,13,58,11,2,2,2,0,3,0,1,1,0,0,8,0.18181818181818182,0.3076923076923077,0.2727272727272727,0.5804195804195804,0.09090909090909088,0.23076923076923078,0.15384615384615385,0.25,0.2703076923076923,19.0,4.0,0.21052631578947367,4.0,29.0,0.13793103448275862,8.0,4.0,0.5,8.0,0.0,0.0,2,0.15384615384615385,True,False
"Kennedy, Buddy",671083,2025,8,27,7,0,1,1,0,2,0,0,0,0,0,5,0.0,0.125,0.0,0.125,0.0,0.25,0.125,0.0,0.086375,11.0,5.0,0.45454545454545453,1.0,11.0,0.09090909090909091,5.0,0.0,0.0,5.0,0.0,0.0,0,0.0,True,False
"Kepler, Max",596146,2025,487,1890,430,92,48,48,4,95,4,53,20,1,18,339,0.21395348837209302,0.2962962962962963,0.39069767441860465,0.6869939707149009,0.17674418604651163,0.19507186858316222,0.09856262833675565,0.23052959501557632,0.3006008230452675,905.0,215.0,0.23756906077348067,251.0,952.0,0.26365546218487396,339.0,149.0,0.43952802359882004,339.0,38.0,0.11209439528023599,53,0.10882956878850103,False,True
"Kim, Hyun Soo",547957,2017,96,404,87,20,9,9,0,19,0,15,4,1,0,68,0.22988505747126436,0.3020833333333333,0.2988505747126437,0.600933908045977,0.06896551724137934,0.19791666666666666,0.09375,0.29411764705882354,0.2695,171.0,29.0,0.1695906432748538,37.0,201.0,0.18407960199004975,68.0,28.0,0.4117647058823529,68.0,5.0,0.07352941176470588,5,0.052083333333333336,False,True
"Kingery, Scott",664068,2018,483,1964,452,102,23,23,3,126,5,69,23,2,8,331,0.22566371681415928,0.2650103519668737,0.33849557522123896,0.6035059271881127,0.11283185840707968,0.2608695652173913,0.047619047619047616,0.29102167182662536,0.2625983436853002,1009.0,293.0,0.29038652130822595,332.0,907.0,0.36604189636163176,331.0,103.0,0.311178247734139,331.0,17.0,0.0513595166163142,37,0.07660455486542443,False,True
"Kingery, Scott",664068,2019,499,1973,458,118,33,33,5,147,2,61,34,4,19,314,0.2576419213973799,0.3132530120481928,0.4737991266375546,0.7870521386857474,0.21615720524017468,0.29458917835671344,0.06613226452905811,0.336734693877551,0.32889357429718874,998.0,318.0,0.3186372745490982,322.0,1033.0,0.3117134559535334,314.0,122.0,0.3885350318471338,314.0,25.0,0.07961783439490445,55,0.11022044088176353,False,True
"Kingery, Scott",664068,2020,124,468,113,18,9,9,1,35,0,10,5,0,3,79,0.1592920353982301,0.22764227642276422,0.2831858407079646,0.5108281171307288,0.12389380530973451,0.28225806451612906,0.07258064516129033,0.2,0.22744715447154473,241.0,76.0,0.3153526970954357,74.0,233.0,0.31759656652360513,79.0,25.0,0.31645569620253167,79.0,8.0,0.10126582278481013,6,0.04838709677419355,False,True
"Kingery, Scott",664068,2021,19,75,19,1,0,0,0,12,0,1,0,0,0,7,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.0,0.631578947368421,0.0,0.14285714285714285,0.04626315789473684,44.0,26.0,0.5909090909090909,16.0,37.0,0.43243243243243246,7.0,0.0,0.0,7.0,0.0,0.0,0,0.0,True,False
"Klein, Phil",607309,2016,2,9,2,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,4.0,2.0,0.5,3.0,6.0,0.5,,,,,,,0,0.0,True,False
"Knapp, Andrew",595284,2017,201,817,172,44,27,27,0,56,2,32,8,1,3,117,0.2558139534883721,0.35323383084577115,0.36627906976744184,0.719512900613213,0.11046511627906974,0.27860696517412936,0.13432835820895522,0.3565217391304348,0.31901990049751244,344.0,95.0,0.2761627906976744,80.0,409.0,0.19559902200489,117.0,47.0,0.4017094017094017,117.0,3.0,0.02564102564102564,15,0.07462686567164178,False,True
"Knapp, Andrew",595284,2018,214,890,187,37,23,23,2,75,1,25,6,2,4,114,0.19786096256684493,0.29107981220657275,0.3155080213903743,0.606587833596947,0.11764705882352938,0.35046728971962615,0.10747663551401869,0.30275229357798167,0.2726384976525822,421.0,147.0,0.3491686460807601,101.0,445.0,0.22696629213483147,114.0,45.0,0.39473684210526316,114.0,10.0,0.08771929824561403,15,0.07009345794392523,False,True
"Knapp, Andrew",595284,2019,158,643,136,29,16,16,3,51,0,18,9,0,2,88,0.21323529411764705,0.3096774193548387,0.3235294117647059,0.6332068311195447,0.11029411764705885,0.3227848101265823,0.10126582278481013,0.3253012048192771,0.28187096774193554,333.0,104.0,0.3123123123123123,94.0,327.0,0.2874617737003058,88.0,37.0,0.42045454545454547,88.0,8.0,0.09090909090909091,8,0.05063291139240506,False,True
"Knapp, Andrew",595284,2020,89,345,72,20,15,15,1,19,1,13,4,1,2,54,0.2777777777777778,0.4044943820224719,0.4444444444444444,0.8489388264669163,0.16666666666666663,0.21348314606741572,0.16853932584269662,0.34615384615384615,0.3725842696629213,161.0,49.0,0.30434782608695654,41.0,176.0,0.23295454545454544,54.0,18.0,0.3333333333333333,54.0,4.0,0.07407407407407407,15,0.16853932584269662,False,True
"Knapp, Andrew",595284,2021,159,619,145,22,10,10,2,61,1,17,3,0,2,86,0.15172413793103448,0.21518987341772153,0.21379310344827587,0.4289829768659974,0.06206896551724139,0.3836477987421384,0.06289308176100629,0.24096385542168675,0.1965,348.0,131.0,0.3764367816091954,115.0,312.0,0.3685897435897436,86.0,27.0,0.313953488372093,86.0,3.0,0.03488372093023256,11,0.06918238993710692,False,True
"Kratz, Erik",456124,2015,23,87,22,5,1,1,0,3,0,3,2,0,0,19,0.22727272727272727,0.2608695652173913,0.3181818181818182,0.5790513833992095,0.09090909090909091,0.13043478260869565,0.043478260869565216,0.2631578947368421,0.254,46.0,11.0,0.2391304347826087,15.0,42.0,0.35714285714285715,19.0,1.0,0.05263157894736842,19.0,0.0,0.0,2,0.08695652173913043,True,False
"Leiter Jr., Mark",643410,2017,26,105,25,2,0,0,0,12,0,2,0,0,0,14,0.08,0.08,0.08,0.16,0.0,0.46153846153846156,0.0,0.15384615384615385,0.07016,59.0,15.0,0.2542372881355932,17.0,41.0,0.4146341463414634,14.0,2.0,0.14285714285714285,14.0,0.0,0.0,1,0.038461538461538464,True,False
"Leiter Jr., Mark",643410,2018,3,13,3,0,0,0,0,2,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,3.0,2.0,0.6666666666666666,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,True,False
"Lively, Ben",594902,2017,26,73,26,6,0,0,0,9,0,4,0,0,2,17,0.23076923076923078,0.23076923076923078,0.46153846153846156,0.6923076923076923,0.23076923076923078,0.34615384615384615,0.0,0.26666666666666666,0.28723076923076923,46.0,18.0,0.391304347826087,9.0,26.0,0.34615384615384615,17.0,7.0,0.4117647058823529,17.0,1.0,0.058823529411764705,8,0.3076923076923077,True,False
"Lively, Ben",594902,2018,7,32,7,0,0,0,0,2,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,18.0,4.0,0.2222222222222222,3.0,13.0,0.23076923076923078,5.0,2.0,0.4,5.0,0.0,0.0,0,0.0,True,False
"Loewen, Adam",429400,2015,3,9,3,1,0,0,0,0,0,1,0,0,0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.2936666666666667,4.0,1.0,0.25,1.0,5.0,0.2,3.0,1.0,0.3333333333333333,3.0,0.0,0.0,0,0.0,True,False
"Lough, David",518953,2016,79,290,67,16,9,8,2,8,1,12,3,1,0,60,0.23880597014925373,0.34177215189873417,0.31343283582089554,0.6552049877196298,0.07462686567164181,0.10126582278481013,0.11392405063291139,0.26666666666666666,0.2923205128205128,133.0,22.0,0.16541353383458646,55.0,166.0,0.3313253012048193,60.0,14.0,0.23333333333333334,60.0,0.0,0.0,4,0.05063291139240506,False,True
"Marchán, Rafael",665561,2020,9,33,8,4,1,1,0,2,0,3,0,0,1,6,0.5,0.5555555555555556,0.875,1.4305555555555556,0.375,0.2222222222222222,0.1111111111111111,0.6,0.5918888888888889,18.0,6.0,0.3333333333333333,9.0,22.0,0.4090909090909091,6.0,3.0,0.5,6.0,1.0,0.16666666666666666,3,0.3333333333333333,True,False
"Marchán, Rafael",665561,2021,56,193,52,12,4,4,0,10,0,9,1,1,1,42,0.23076923076923078,0.2857142857142857,0.34615384615384615,0.6318681318681318,0.11538461538461536,0.17857142857142858,0.07142857142857142,0.2682926829268293,0.2767142857142857,88.0,14.0,0.1590909090909091,30.0,101.0,0.297029702970297,42.0,8.0,0.19047619047619047,42.0,0.0,0.0,4,0.07142857142857142,False,True
"Marchán, Rafael",665561,2024,56,195,51,15,3,3,1,8,0,8,4,0,3,44,0.29411764705882354,0.34545454545454546,0.5490196078431373,0.8944741532976828,0.25490196078431376,0.14285714285714285,0.05357142857142857,0.3,0.3819818181818182,90.0,14.0,0.15555555555555556,22.0,86.0,0.2558139534883721,44.0,14.0,0.3181818181818182,44.0,4.0,0.09090909090909091,6,0.10714285714285714,False,True
"Marchán, Rafael",665561,2025,119,459,106,22,10,10,1,17,1,16,4,0,2,90,0.20754716981132076,0.2796610169491525,0.3018867924528302,0.5815478094019827,0.09433962264150941,0.14285714285714285,0.08403361344537816,0.22727272727272727,0.2612372881355932,206.0,47.0,0.22815533980582525,54.0,225.0,0.24,90.0,20.0,0.2222222222222222,90.0,2.0,0.022222222222222223,14,0.11764705882352941,False,True
"Marchán, Rafael",665561,2026,92,362,88,9,2,2,2,14,0,7,0,0,2,74,0.10227272727272728,0.14130434782608695,0.17045454545454544,0.3117588932806324,0.06818181818181816,0.15217391304347827,0.021739130434782608,0.09722222222222222,0.1430978260869565,180.0,30.0,0.16666666666666666,58.0,177.0,0.327683615819209,74.0,14.0,0.1891891891891892,74.0,2.0,0.02702702702702703,6,0.06521739130434782,False,True
"Marsh, Brandon",669016,2022,183,709,171,45,10,10,1,58,0,26,12,2,5,114,0.2631578947368421,0.3076923076923077,0.4444444444444444,0.7521367521367521,0.18128654970760233,0.31693989071038253,0.0546448087431694,0.37037037037037035,0.32575824175824175,344.0,89.0,0.25872093023255816,123.0,370.0,0.3324324324324324,114.0,46.0,0.40350877192982454,114.0,8.0,0.07017543859649122,21,0.11475409836065574,False,True
"Marsh, Brandon",669016,2023,511,2149,442,125,60,60,4,159,4,77,29,6,13,288,0.2828054298642534,0.37058823529411766,0.4638009049773756,0.8343891402714932,0.1809954751131222,0.3111545988258317,0.11741682974559686,0.40875912408759124,0.3611705882352941,915.0,256.0,0.2797814207650273,289.0,1133.0,0.25507502206531335,288.0,140.0,0.4861111111111111,288.0,29.0,0.10069444444444445,65,0.12720156555772993,False,True
"Marsh, Brandon",669016,2024,491,2059,433,105,50,50,2,157,5,69,17,3,16,280,0.24249422632794457,0.32040816326530613,0.4064665127020785,0.7268746759673846,0.16397228637413394,0.319755600814664,0.10183299389002037,0.33584905660377357,0.3176244897959183,854.0,235.0,0.275175644028103,263.0,1100.0,0.2390909090909091,280.0,131.0,0.46785714285714286,280.0,27.0,0.09642857142857143,60,0.12219959266802444,False,True
"Marsh, Brandon",669016,2025,441,1716,394,107,38,38,0,115,5,69,25,2,11,285,0.2715736040609137,0.3318077803203661,0.4289340101522843,0.7607417904726503,0.15736040609137059,0.26077097505668934,0.08616780045351474,0.3516483516483517,0.3294988558352403,809.0,193.0,0.23856613102595797,258.0,882.0,0.2925170068027211,285.0,133.0,0.4666666666666667,285.0,25.0,0.08771929824561403,46,0.10430839002267574,False,True
"Marsh, Brandon",669016,2026,473,1767,437,119,29,24,2,119,4,83,17,2,17,323,0.2723112128146453,0.3177966101694915,0.43707093821510296,0.7548675483845945,0.16475972540045764,0.25158562367864695,0.0613107822410148,0.3344262295081967,0.3240920770877944,921.0,233.0,0.252985884907709,350.0,933.0,0.37513397642015006,323.0,146.0,0.4520123839009288,323.0,27.0,0.08359133126934984,60,0.12684989429175475,False,True
"Maton, Nick",665155,2021,131,512,117,30,10,10,2,39,1,20,7,1,2,80,0.2564102564102564,0.3230769230769231,0.38461538461538464,0.7076923076923077,0.12820512820512825,0.29770992366412213,0.07633587786259542,0.36363636363636365,0.30938461538461537,260.0,81.0,0.31153846153846154,72.0,236.0,0.3050847457627119,80.0,28.0,0.35,80.0,5.0,0.0625,16,0.12213740458015267,False,True
"Maton, Nick",665155,2022,86,368,73,18,10,10,1,29,2,10,2,1,5,46,0.2465753424657534,0.3372093023255814,0.5068493150684932,0.8440586173940745,0.26027397260273977,0.3372093023255814,0.11627906976744186,0.3170731707317073,0.3596860465116279,179.0,63.0,0.35195530726256985,62.0,201.0,0.30845771144278605,46.0,14.0,0.30434782608695654,46.0,3.0,0.06521739130434782,17,0.19767441860465115,False,True
"McCutchen, Andrew",457705,2019,262,1165,219,56,43,43,0,55,0,33,12,1,10,164,0.2557077625570776,0.37786259541984735,0.45662100456621,0.8344835999860574,0.2009132420091324,0.2099236641221374,0.16412213740458015,0.2987012987012987,0.35844656488549614,413.0,106.0,0.2566585956416465,85.0,580.0,0.14655172413793102,164.0,67.0,0.40853658536585363,164.0,12.0,0.07317073170731707,30,0.11450381679389313,False,True
"McCutchen, Andrew",457705,2020,241,974,217,55,22,22,1,48,1,36,9,0,10,170,0.2534562211981567,0.3236514522821577,0.43317972350230416,0.7568311757844619,0.17972350230414746,0.1991701244813278,0.0912863070539419,0.28125,0.32707883817427386,395.0,87.0,0.22025316455696203,102.0,476.0,0.21428571428571427,170.0,70.0,0.4117647058823529,170.0,14.0,0.08235294117647059,34,0.14107883817427386,False,True
"McCutchen, Andrew",457705,2021,572,2308,482,107,79,79,4,132,7,55,24,1,27,357,0.22199170124481327,0.3321678321678322,0.44398340248962653,0.7761512346574587,0.22199170124481327,0.23076923076923078,0.1381118881118881,0.24242424242424243,0.3347307692307692,963.0,249.0,0.2585669781931464,218.0,1139.0,0.19139596136962247,357.0,141.0,0.3949579831932773,357.0,32.0,0.0896358543417367,80,0.13986013986013987,False,True
"McGowan, Dustin",430661,2015,3,13,3,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,5.0,3.0,0.6,1.0,6.0,0.16666666666666666,,,,,,,0,0.0,True,False
"Medina, Adonis",658431,2021,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,2.0,1.0,0.5,1.0,1.0,1.0,,,,,,,0,0.0,True,False
"Mercado, Óscar",640458,2022,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,2.0,1.0,0.5,1.0,1.0,1.0,,,,,,,0,0.0,True,False
"Merrifield, Whit",593160,2024,175,633,157,31,15,15,2,19,0,23,4,1,3,138,0.19745222929936307,0.27586206896551724,0.2929936305732484,0.5688556995387657,0.09554140127388533,0.10857142857142857,0.08571428571428572,0.2074074074074074,0.2575689655172414,310.0,58.0,0.1870967741935484,88.0,309.0,0.284789644012945,138.0,24.0,0.17391304347826086,138.0,4.0,0.028985507246376812,12,0.06857142857142857,False,True
"Miller, Brad",543543,2019,130,506,118,31,11,11,1,35,0,15,3,1,12,83,0.2627118644067797,0.33076923076923076,0.6101694915254238,0.9409387222946546,0.3474576271186441,0.2692307692307692,0.08461538461538462,0.2676056338028169,0.38322307692307694,236.0,73.0,0.3093220338983051,73.0,275.0,0.26545454545454544,83.0,39.0,0.46987951807228917,83.0,12.0,0.14457831325301204,21,0.16153846153846155,False,True
