game_year,game_date,gi,PA_c,ops_std,obp_std,slg_std,woba_std,HR_c
2025,2025-06-24,73,319,0.6998,0.3072,0.3926,0.3009,3.0
2025,2025-06-25,74,323,0.71,0.3127,0.3974,0.3054,3.0
2025,2025-06-27,75,327,0.701,0.3089,0.3922,0.3016,3.0
2025,2025-06-28,76,332,0.7059,0.3072,0.3987,0.3032,4.0
2025,2025-06-29,77,337,0.7128,0.3116,0.4013,0.3065,4.0
2025,2025-06-30,78,341,0.7163,0.3138,0.4025,0.3081,4.0
2025,2025-07-02,79,350,0.7012,0.3086,0.3926,0.3022,4.0
2025,2025-07-04,80,355,0.7066,0.3127,0.3939,0.3048,4.0
2025,2025-07-05,81,360,0.7194,0.3194,0.4,0.3104,4.0
2025,2025-07-06,82,364,0.7226,0.3214,0.4012,0.3118,4.0
2025,2025-07-07,83,368,0.724,0.3234,0.4006,0.3127,4.0
2025,2025-07-08,84,371,0.7321,0.3235,0.4087,0.3157,5.0
2025,2025-07-09,85,375,0.724,0.32,0.404,0.3123,5.0
2025,2025-07-10,86,380,0.7141,0.3158,0.3983,0.3082,5.0
2025,2025-07-11,87,384,0.7064,0.3125,0.3939,0.305,5.0
2025,2025-07-12,88,388,0.7078,0.3144,0.3934,0.306,5.0
2025,2025-07-13,89,394,0.6976,0.3096,0.388,0.3013,5.0
2025,2025-07-18,90,399,0.7025,0.3133,0.3892,0.3037,5.0
2025,2025-07-19,91,403,0.7066,0.3151,0.3914,0.3051,5.0
2025,2025-07-20,92,408,0.7026,0.3137,0.3889,0.3035,5.0
2025,2025-07-21,93,412,0.7005,0.3131,0.3874,0.3027,5.0
2025,2025-07-22,94,416,0.7061,0.3149,0.3912,0.3049,5.0
2025,2025-07-23,95,420,0.704,0.3143,0.3897,0.3041,5.0
2025,2025-07-24,96,425,0.7136,0.3176,0.3959,0.308,5.0
2025,2025-07-25,97,429,0.7115,0.317,0.3945,0.3072,5.0
2025,2025-07-26,98,434,0.7087,0.3157,0.393,0.3057,5.0
2025,2025-07-27,99,439,0.7145,0.3189,0.3956,0.3083,5.0
2025,2025-07-28,100,444,0.7227,0.3198,0.4029,0.3114,6.0
2025,2025-07-29,101,448,0.7248,0.3214,0.4034,0.3121,6.0
2025,2025-07-30,102,453,0.7288,0.3245,0.4043,0.3141,6.0
2025,2025-08-01,103,457,0.7313,0.326,0.4052,0.3152,6.0
2025,2025-08-02,104,461,0.736,0.3275,0.4085,0.3171,6.0
2025,2025-08-03,105,466,0.7322,0.3262,0.406,0.3156,6.0
2025,2025-08-04,106,470,0.7288,0.3255,0.4032,0.3143,6.0
2025,2025-08-05,107,476,0.7235,0.3235,0.4,0.3122,6.0
2025,2025-08-06,108,482,0.7141,0.3195,0.3946,0.3083,6.0
2025,2025-08-08,109,487,0.7179,0.3224,0.3956,0.3102,6.0
2025,2025-08-09,110,492,0.721,0.3232,0.3978,0.3114,6.0
2025,2025-08-10,111,496,0.7255,0.3246,0.4009,0.3132,6.0
2025,2025-08-11,112,501,0.7179,0.3214,0.3966,0.3101,6.0
2025,2025-08-12,113,506,0.7133,0.3202,0.3932,0.3084,6.0
2025,2025-08-13,114,511,0.7109,0.319,0.3919,0.3071,6.0
2025,2025-08-15,115,515,0.706,0.3165,0.3895,0.3047,6.0
2025,2025-08-16,116,519,0.7091,0.3179,0.3912,0.3061,6.0
2025,2025-08-17,117,524,0.7181,0.3206,0.3975,0.3096,6.0
2025,2025-08-18,118,528,0.7164,0.3201,0.3963,0.309,6.0
2025,2025-08-19,119,533,0.7153,0.3189,0.3963,0.3084,6.0
2025,2025-08-20,120,537,0.7097,0.3166,0.3931,0.3061,6.0
2025,2025-08-21,121,542,0.7113,0.3173,0.394,0.3065,6.0
2025,2025-08-22,122,546,0.7125,0.3168,0.3956,0.3066,6.0
2025,2025-08-23,123,550,0.7071,0.3145,0.3925,0.3044,6.0
2025,2025-08-24,124,554,0.7017,0.3123,0.3894,0.3022,6.0
2025,2025-08-25,125,559,0.7045,0.3131,0.3915,0.3033,6.0
2025,2025-08-26,126,564,0.698,0.3103,0.3877,0.3006,6.0
2025,2025-08-27,127,565,0.6967,0.3097,0.387,0.3001,6.0
2025,2025-08-29,128,569,0.696,0.3093,0.3867,0.2995,6.0
2025,2025-08-30,129,575,0.6952,0.3096,0.3856,0.2991,6.0
2025,2025-08-31,130,580,0.6925,0.3086,0.3839,0.298,6.0
2025,2025-09-01,131,585,0.6977,0.3111,0.3866,0.3,6.0
2025,2025-09-02,132,589,0.7018,0.3107,0.3911,0.3014,7.0
2025,2025-09-03,133,594,0.6992,0.3098,0.3894,0.3004,7.0
2025,2025-09-05,134,595,0.7003,0.3109,0.3894,0.3011,7.0
2025,2025-09-06,135,601,0.7034,0.3128,0.3906,0.3024,7.0
2025,2025-09-07,136,607,0.7008,0.313,0.3878,0.3017,7.0
2025,2025-09-08,137,611,0.696,0.311,0.385,0.2998,7.0
2025,2025-09-09,138,612,0.6948,0.3105,0.3843,0.2993,7.0
2025,2025-09-10,139,616,0.6935,0.3101,0.3834,0.2988,7.0
2025,2025-09-11,140,620,0.6989,0.3129,0.386,0.3011,7.0
2025,2025-09-12,141,624,0.6975,0.3125,0.385,0.3006,7.0
2025,2025-09-13,142,629,0.6983,0.3132,0.3851,0.301,7.0
2025,2025-09-16,143,633,0.697,0.3128,0.3842,0.3005,7.0
2025,2025-09-17,144,638,0.7001,0.315,0.385,0.302,7.0
2025,2025-09-18,145,642,0.6994,0.3146,0.3847,0.3015,7.0
2025,2025-09-19,146,646,0.6981,0.3142,0.3838,0.301,7.0
2025,2025-09-20,147,651,0.6957,0.3134,0.3823,0.3,7.0
2025,2025-09-21,148,655,0.6966,0.3145,0.3821,0.3006,7.0
2025,2025-09-22,149,660,0.6942,0.3136,0.3806,0.2996,7.0
2025,2025-09-23,150,664,0.7032,0.3163,0.3869,0.3033,8.0
2025,2025-09-24,151,668,0.704,0.3174,0.3866,0.3038,8.0
2025,2025-09-26,152,673,0.7125,0.321,0.3916,0.3073,8.0
2025,2025-09-27,153,677,0.7112,0.3205,0.3907,0.3068,8.0
2026,2026-03-25,1,4,0.8333,0.5,0.3333,0.3968,0.0
2026,2026-03-27,2,8,0.3929,0.25,0.1429,0.1984,0.0
2026,2026-03-28,3,12,0.6061,0.3333,0.2727,0.2804,0.0
2026,2026-03-30,4,16,0.45,0.25,0.2,0.2103,0.0
2026,2026-03-31,5,21,0.4486,0.2381,0.2105,0.2026,0.0
2026,2026-04-01,6,25,0.6678,0.32,0.3478,0.2917,0.0
2026,2026-04-02,7,30,0.7619,0.3333,0.4286,0.3258,0.0
2026,2026-04-03,8,34,0.7298,0.3235,0.4062,0.3136,0.0
2026,2026-04-04,9,38,0.6506,0.2895,0.3611,0.2806,0.0
2026,2026-04-05,10,42,0.6357,0.2857,0.35,0.275,0.0
2026,2026-04-06,11,47,0.6615,0.2979,0.3636,0.2836,0.0
2026,2026-04-07,12,51,0.6483,0.2941,0.3542,0.2788,0.0
2026,2026-04-08,13,55,0.7473,0.3273,0.42,0.3163,0.0
2026,2026-04-10,14,60,0.7296,0.3333,0.3962,0.3133,0.0
2026,2026-04-11,15,63,0.7262,0.3333,0.3929,0.3124,0.0
2026,2026-04-14,16,67,0.7749,0.3582,0.4167,0.3336,0.0
2026,2026-04-15,17,71,0.7789,0.3662,0.4127,0.3372,0.0
2026,2026-04-16,18,75,0.7347,0.3467,0.3881,0.3192,0.0
2026,2026-04-17,19,80,0.7389,0.35,0.3889,0.3214,0.0
2026,2026-04-18,20,86,0.7335,0.3488,0.3846,0.3197,0.0
2026,2026-04-19,21,90,0.6992,0.3333,0.3659,0.3055,0.0
2026,2026-04-21,22,94,0.6903,0.3298,0.3605,0.3019,0.0
2026,2026-04-22,23,98,0.6821,0.3265,0.3556,0.2987,0.0
2026,2026-04-23,24,101,0.6953,0.3366,0.3587,0.3055,0.0
2026,2026-04-24,25,106,0.7202,0.3491,0.3711,0.3163,0.0
2026,2026-04-25,26,111,0.7337,0.3514,0.3824,0.3214,0.0
2026,2026-04-26,27,115,0.7106,0.3391,0.3714,0.3102,0.0
2026,2026-04-28,28,118,0.7186,0.339,0.3796,0.313,0.0
2026,2026-04-30,29,128,0.6925,0.3281,0.3644,0.3024,0.0
2026,2026-05-01,30,132,0.6946,0.3258,0.3689,0.3028,0.0
2026,2026-05-02,31,136,0.7271,0.3382,0.3889,0.3163,0.0
2026,2026-05-03,32,140,0.7055,0.3286,0.3769,0.3072,0.0
2026,2026-05-04,33,144,0.7318,0.3333,0.3985,0.3162,0.0
2026,2026-05-08,34,148,0.7252,0.3311,0.3942,0.3136,0.0
2026,2026-05-09,35,152,0.719,0.3289,0.3901,0.3112,0.0
2026,2026-05-10,36,158,0.7153,0.3291,0.3862,0.3095,0.0
2026,2026-05-11,37,164,0.7134,0.3293,0.3841,0.309,0.0
2026,2026-05-12,38,169,0.6937,0.3195,0.3742,0.2998,0.0
2026,2026-05-13,39,173,0.7092,0.3295,0.3797,0.3072,0.0
2026,2026-05-14,40,177,0.6924,0.322,0.3704,0.3003,0.0
2026,2026-05-15,41,182,0.7424,0.3352,0.4072,0.32,1.0
2026,2026-05-16,42,187,0.754,0.3422,0.4118,0.3256,1.0
2026,2026-05-17,43,192,0.7909,0.3542,0.4368,0.3407,2.0
2026,2026-05-18,44,195,0.7805,0.3487,0.4318,0.3354,2.0
2026,2026-05-19,45,200,0.7704,0.345,0.4254,0.3315,2.0
2026,2026-05-20,46,204,0.7648,0.3431,0.4216,0.3293,2.0
2026,2026-05-22,47,209,0.7656,0.3445,0.4211,0.33,2.0
2026,2026-05-23,48,214,0.7766,0.3458,0.4308,0.3339,2.0
2026,2026-05-24,49,219,0.7734,0.347,0.4264,0.3329,2.0
2026,2026-05-25,50,223,0.7732,0.3453,0.4279,0.3326,2.0
2026,2026-05-26,51,224,0.7695,0.3438,0.4257,0.3311,2.0
2026,2026-05-27,52,228,0.7829,0.3509,0.432,0.337,2.0
2026,2026-05-29,53,233,0.7896,0.3562,0.4333,0.3405,2.0
2026,2026-05-30,54,237,0.7754,0.3502,0.4252,0.3348,2.0
2026,2026-05-31,55,244,0.7663,0.3443,0.422,0.3288,2.0
2026,2026-06-01,56,248,0.7676,0.3468,0.4208,0.3299,2.0
2026,2026-06-02,57,253,0.7815,0.3478,0.4336,0.3347,2.0
2026,2026-06-03,58,257,0.7767,0.3463,0.4304,0.3329,2.0
2026,2026-06-04,59,262,0.7832,0.3473,0.4359,0.3348,2.0
2026,2026-06-05,60,268,0.7863,0.347,0.4393,0.3353,2.0
2026,2026-06-06,61,273,0.7787,0.3443,0.4344,0.3324,2.0
2026,2026-06-07,62,277,0.7744,0.343,0.4315,0.3308,2.0
2026,2026-06-08,63,282,0.7748,0.344,0.4308,0.3312,2.0
2026,2026-06-09,64,287,0.7829,0.3449,0.438,0.3341,2.0
2026,2026-06-10,65,292,0.787,0.3459,0.4411,0.3358,2.0
2026,2026-06-12,66,296,0.7828,0.3446,0.4382,0.3342,2.0
2026,2026-06-13,67,301,0.7834,0.3422,0.4412,0.334,2.0
2026,2026-06-14,68,306,0.7714,0.3366,0.4348,0.3285,2.0
2026,2026-06-16,69,311,0.7821,0.3408,0.4413,0.333,2.0
2026,2026-06-17,70,316,0.7976,0.3449,0.4526,0.3392,3.0
2026,2026-06-19,71,321,0.7844,0.3396,0.4448,0.3339,3.0
2026,2026-06-20,72,326,0.7872,0.3436,0.4437,0.3358,3.0
2026,2026-06-21,73,330,0.7869,0.3424,0.4444,0.3356,3.0
2026,2026-06-23,74,332,0.7882,0.3434,0.4448,0.3362,3.0
2026,2026-06-26,75,337,0.7912,0.3442,0.447,0.337,3.0
2026,2026-06-27,76,341,0.7876,0.3431,0.4444,0.3357,3.0
2026,2026-06-28,77,345,0.7915,0.3449,0.4466,0.337,3.0
2026,2026-06-29,78,349,0.7972,0.3467,0.4505,0.3393,3.0
2026,2026-06-30,79,353,0.8213,0.3513,0.47,0.3482,4.0
2026,2026-07-01,80,358,0.8091,0.3464,0.4627,0.3434,4.0
2026,2026-07-03,81,361,0.8109,0.3463,0.4646,0.344,4.0
2026,2026-07-04,82,366,0.8164,0.3497,0.4667,0.3466,4.0
2026,2026-07-05,83,371,0.8088,0.3477,0.4611,0.3438,4.0
2026,2026-07-06,84,376,0.8043,0.3457,0.4586,0.3416,4.0
2026,2026-07-07,85,380,0.8094,0.3474,0.462,0.3437,4.0
2026,2026-07-08,86,384,0.8004,0.3438,0.4566,0.3401,4.0
2026,2026-07-09,87,389,0.807,0.347,0.46,0.343,4.0
2026,2026-07-10,88,394,0.8161,0.3528,0.4633,0.3472,4.0
2026,2026-07-11,89,398,0.818,0.3543,0.4637,0.3482,4.0
2026,2026-07-12,90,402,0.8131,0.3532,0.4598,0.3465,4.0
2026,2026-07-17,91,407,0.8076,0.3514,0.4563,0.3444,4.0
2026,2026-07-18,92,412,0.806,0.3519,0.4541,0.3441,4.0
2026,2026-07-19,93,416,0.8055,0.351,0.4545,0.3438,4.0
2026,2026-07-20,94,420,0.7974,0.3476,0.4497,0.3405,4.0
2026,2026-07-22,95,424,0.7905,0.3443,0.4462,0.3373,4.0
2026,2026-07-24,96,429,0.7955,0.3473,0.4482,0.3396,4.0
2026,2026-07-25,97,433,0.7974,0.3487,0.4487,0.3405,4.0
2026,2026-07-26,98,438,0.7999,0.3493,0.4506,0.3416,4.0
2026,2026-07-27,99,442,0.797,0.3484,0.4486,0.3405,4.0
2026,2026-07-28,100,446,0.7942,0.3475,0.4467,0.3394,4.0
2026,2026-07-29,101,451,0.8035,0.3525,0.451,0.3435,4.0
2026,2026-07-30,102,456,0.7975,0.3509,0.4466,0.3414,4.0
2026,2026-07-31,103,459,0.7965,0.3508,0.4458,0.3411,4.0
2026,2026-08-02,104,464,0.7875,0.347,0.4405,0.3374,4.0
